A000,COLERA DEBIDO A VIBRIO CHOLERAE O1, BIOTIPO CHOLERAE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A001,COLERA DEBIDO A VIBRIO CHOLERAE O1, BIOTIPO EL TOR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A082,ENTERITIS DEBIDA A ADENOVIRUS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A083,OTRAS ENTERITIS VIRALES,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A084,INFECCION INTESTINAL VIRAL, SIN OTRA ESPECIFICACION,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A085,OTRAS INFECCIONES INTESTINALES ESPECIFICADAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A09,DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A150,TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A151,TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A152,TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A153,TUBERCULOSIS DEL PULMON , CONFIRMADA POR MEDIOS NO ESPECIFICADOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A154,TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A155,TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A156,PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A157,TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A158,OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A159,TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICAMENTE E HISTOLOGICAMENTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A160,TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A161,TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A162,TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A163,TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A164,TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A165,PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA E HISTOLOGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A167,TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA E HISTOLOGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A168,OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A169,TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
"A170†,MENINGITIS TUBERCULOSA G01*)"",""1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,"
"A171†,TUBERCULOMA MENINGEO G07*)"",""1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,"
A178†,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
"A179†,TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA G99.8*)"",""1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,"
A180†,TUBERCULOSIS DE HUESOS Y ARTICULACIONES,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A181,TUBERCULOSIS DEL APARATO GENITOURINARIO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A182,LINFADENOPATIA PERIFERICA TUBERCULOSA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A183,TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A184,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A185,TUBERCULOSIS DEL OJO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A186,TUBERCULOSIS DEL OIDO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
"A187†,TUBERCULOSIS DE GLANDULAS SUPRARRENALES E35.1*)"",""1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,"
A188,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A190,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A191,TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A192,TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A198,OTRAS TUBERCULOSIS MILIARES,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A199,TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A200,PESTE BUBONICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A201,PESTE CELULOCUTANEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A202,PESTE NEUMONICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A203,MENINGITIS POR PESTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A207,PESTE SEPTICEMICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A208,OTRAS FORMAS DE PESTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A209,PESTE, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A210,TULAREMIA ULCEROGLANDULAR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A211,TULAREMIA OCULOGLANDULAR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A212,TULAREMIA PULMONAR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A213,TULAREMIA GASTROINTESTINAL,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A217,TULAREMIA GENERALIZADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A218,OTRAS FORMAS DE TULAREMIA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A219,TULAREMIA , NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A220,CARBUNCO CUTANEO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A221,CARBUNCO PULMONAR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A222,CARBUNCO GASTROINTESTINAL,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A227,CARBUNCO SEPTICEMICO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A228,OTRAS FORMAS DE CARBUNCO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A229,CARBUNCO, NO ESPECIFICADO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A230,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A231,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A232,BRUCELOSIS DEBIDA A BRUCELLA SUIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A233,BRUCELOSIS DEBIDA A BRUCELLA CANIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A238,OTRAS BRUCELOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A239,BRUCELOSIS, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A240,MUERMO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A241,MELIOIDOSIS AGUDA Y FULMINANTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A242,MELIOIDOSIS SUBAGUDA Y CRONICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A243,OTRAS MELIOIDOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A244,MELIOIDOSIS , NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A250,ESPIRILOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A251,ESTREPTOBACILOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A259,FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A260,ERISIPELOIDE CUTANEO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A267,SEPTICEMIA POR ERYSIPELOTHRIX,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A268,OTRAS FORMAS DE ERISIPELOIDE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A269,ERISIPELOIDE, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A270,LEPTOSPIROSIS ICTEROHEMORRAGICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A278,OTRAS FORMAS DE LEPTOSPIROSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A279,LEPTOSPIROSIS, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A280,PASTEURELOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A281,ENFERMEDAD POR RASGUÑO DE GATO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A282,YERSINIOSIS EXTRAINTESTINAL,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A288,OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A289,ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A300,LEPRA INDETERMINADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A301,LEPRA TUBERCULOIDE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A302,LEPRA TUBERCULOIDE LIMITROFE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A303,LEPRA LIMITROFE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A304,LEPRA LEPROMATOSA LIMITROFE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A305,LEPRA LEPROMATOSA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A308,OTRAS FORMAS DE LEPRA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A309,LEPRA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A310,INFECCIONES POR MICOBACTERIAS PULMONARES,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A311,INFECCION CUTANEA POR MICOBACTERIAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A318,OTRAS INFECCIONES POR MICOBACTERIAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A319,INFECCION POR MICOBACTERIA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A320,LISTERIOSIS CUTANEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A321†,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A327,SEPTICEMIA LISTERIANA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A328,OTRAS FORMAS DE LISTERIOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A329,LISTERIOSIS, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A33,TETANOS NEONATAL,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A34,TETANOS OBSTETRICO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A35,OTROS TETANOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A360,DIFTERIA FARINGEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A361,DIFTERIA NASOFARINGEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A362,DIFTERIA LARINGEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A363,DIFTERIA CUTANEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A368,OTRAS DIFTERIAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A369,DIFTERIA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A370,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A371,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A378,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A379,TOS FERINA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A38,ESCARLATINA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
"A390†,MENINGITIS MENINGOCOCICA G01*)"",""1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,"
"A391†,SINDROME DE WATERHOUSE-FRIDERICHSEN E35.1*)"",""1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,"
A392,MENINGOCOCEMIA AGUDA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A393,MENINGOCOCEMIA CRONICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A394,MENINGOCOCEMIA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A395†,ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A398,OTRAS INFECCIONES MENINGOCOCICAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A399,INFECCION MENINGOCOCICA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A400,SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A401,SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A402,SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A403,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A408,OTRAS SEPTICEMIAS ESTREPTOCOCICAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A409,SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A410,SEPTICEMIA DEBIDA STAPHYLOCOCCUS AUREUS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A411,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A412,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A413,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A414,SEPTICEMIA DEBIDA A ANAEROBIOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A415,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A418,OTRAS SEPTICEMIAS ESPECIFICADAS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A419,SEPTICEMIA, NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A420,ACTINOMICOSIS PULMONAR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A421,ACTINOMICOSIS ABDOMINAL,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A422,ACTINOMICOSIS CERVICOFACIAL,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A427,SEPTICEMIA ACTINOMICOTICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A428,OTRAS FORMAS DE ACTINOMICOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A429,ACTINOMICOSIS, SIN OTRA ESPECIFICACION,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A430,NOCARDIOSIS PULMONAR,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A431,NOCARDIOSIS CUTANEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A438,OTRAS FORMAS DE NOCARDIOSIS,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A439,NORCARDIOSIS , NO ESPECIFICADA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A440,BARTONELOSIS SISTEMICA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
A441,BARTONELOSIS CUTANEA Y MUCOCUTANEA,1,2013-11-14 22:50:58.778659,2013-11-14 22:50:58.778659,
